,id,CADD1,CADD2,RecA,EssA,CADD3,CADD4,RecB,EssB,Path,DE,Pair,Name
0,dd001,4.301835,-1.0,0.34,0.0,3.5945660000000004,-1.0,0.3,1.0,1,CO,KCNQ1/KCNH2,Familial long QT syndrome
1,dd002,-0.106983,-1.0,0.16,1.0,5.409467,-1.0,0.51,1.0,1,TD,GJB3/GJB2,Non-syndromic genetic deafness
2,dd003,-0.724535,-1.0,0.16,1.0,5.409467,-1.0,0.51,1.0,1,TD,GJB3/GJB2,Non-syndromic genetic deafness
3,dd004,-0.724535,-1.0,0.16,1.0,4.71189,-1.0,0.51,1.0,1,TD,GJB3/GJB2,Non-syndromic genetic deafness
4,dd005,-1.701666,-1.0,0.2,1.0,2.796133,-1.0,0.44,0.0,0,TD,FOXI1/SLC26A4,Non-syndromic genetic deafness
5,dd006,3.2131279999999998,-1.0,0.18,1.0,4.221526,4.221526,0.2,0.0,0,CO,ATP2B2/CDH23,Non-syndromic genetic deafness
6,dd007,2.035732,-1.0,0.18,0.0,5.755788,-1.0,0.2,0.0,0,TD,PCDH15/CDH23,Usher syndrome
7,dd008,4.671952,-1.0,0.18,0.0,4.33649,-1.0,0.2,0.0,0,TD,PCDH15/CDH23,Usher syndrome
8,dd009,2.035732,-1.0,0.18,0.0,3.728343,-1.0,0.2,0.0,0,CO,PCDH15/CDH23,Usher syndrome
9,dd010,4.890472,-1.0,0.09,1.0,2.647904,-1.0,0.11,1.0,0,TD,NEK1/DYNC2H1,Short rib-polydactyly syndrome
10,dd011,4.4170940000000005,4.4170940000000005,0.27,1.0,4.278734,-1.0,0.54,1.0,1,CO,NPHS2/NPHS1,Familial idiopathic steroid-resistant nephrotic syndrome
11,dd012,2.232576,-1.0,0.21,0.7447552447552448,3.643036,-1.0,0.13,1.0,0,UK,KAL1/PROKR2,Kallmann syndrome
12,dd013,2.402044,-1.0,0.24,0.7447552447552448,4.361532,-1.0,0.79,1.0,0,CO,NSMF/FGFR1,Kallmann syndrome
13,dd014,2.436953,5.47245,0.24,1.0,3.162876,-1.0,0.79,1.0,0,UK,GNRHR/FGFR1,Congenital hypogonadotropic hypogonadism
14,dd015,3.114676,-1.0,0.21,0.7447552447552448,3.643036,-1.0,0.13,1.0,0,UK,KAL1/PROKR2,Kallmann syndrome
15,dd016,4.556775,-1.0,0.24,0.7447552447552448,2.220736,-1.0,0.21,0.6875,0,UK,NSMF/KAL1,Kallmann syndrome
16,dd017,-0.859406,-1.0,0.24,0.7447552447552448,7.542547,-1.0,0.14,0.0,0,UK,NSMF/TACR3,Kallmann syndrome
17,dd018,5.083552,-1.0,0.79,1.0,3.643036,-1.0,0.13,1.0,0,CO,FGFR1/PROKR2,Kallmann syndrome
18,dd019,3.369439,-1.0,0.11,0.7447552447552448,5.1112470000000005,5.1112470000000005,0.25,1.0,0,CO,BAAT/TJP2,Familial hypercholanemia
19,dd020,3.369439,3.369439,0.11,0.7447552447552448,5.1112470000000005,-1.0,0.25,1.0,0,CO,BAAT/TJP2,Familial hypercholanemia
20,dd021,3.603918,3.603918,0.13,0.7447552447552448,5.0033389999999995,5.0033389999999995,0.09,1.0,0,TD,OTUD4/RNF216,Congenital hypogonadotropic hypogonadism
21,dd022,0.89946,-1.0,0.73,1.0,0.38366,-1.0,0.68,1.0,0,TD,EDNRB/RET,Hirschsprung disease
22,dd023,-0.224473,-1.0,0.54,0.0,5.214822,-1.0,0.18,0.0,1,TD,PARK7/PINK1,Young-onset Parkinson disease
23,dd024,5.35657,5.35657,0.48,1.0,-0.676093,-1.0,0.18,0.0,1,CO,PARK2/PINK1,Young-onset Parkinson disease
24,dd026,4.014044999999999,-1.0,0.41,0.0,4.585069,-1.0,0.62,0.0,0,CO,MYOC/CYP1B1,Juvenile glaucoma
25,dd027,1.529561,-1.0,0.41,0.0,4.585069,-1.0,0.62,0.0,0,TD,MYOC/CYP1B1,Congenital glaucoma
26,dd028,6.123654,-1.0,0.42,1.0,5.013726,-1.0,0.89,1.0,1,UK,MITF/TYR,Ocular albinism with congenital sensorineural deafness
27,dd029,2.8568540000000002,5.013726,0.89,1.0,5.176749,-1.0,0.37,1.0,1,CO,TYR/OCA2,Oculocutaneous albinism
28,dd030,0.0017460000000000002,-1.0,0.89,1.0,0.9962340000000001,0.9962340000000001,0.37,1.0,1,CO,TYR/OCA2,Oculocutaneous albinism
29,dd031,9.115555,10.972158,0.28,1.0,5.5190779999999995,-1.0,0.33,1.0,1,UK,COL17A1/LAMB3,Junctional epidermolysis bullosa
30,dd032,4.8994620000000015,-1.0,0.35,1.0,3.7133010000000004,-1.0,0.42,1.0,1,CO,FGG/FGA,Familial dysfibrinogenemia
31,dd033,3.9574239999999996,-1.0,0.43,1.0,3.9834940000000003,4.418069999999998,0.27,0.0,1,CO,SLC3A1/SLC7A9,Cystinuria
32,dd034,3.9574239999999996,-1.0,0.43,1.0,4.418069999999998,4.418069999999998,0.27,0.0,1,CO,SLC3A1/SLC7A9,Cystinuria
33,dd035,3.9574239999999996,-1.0,0.43,1.0,4.418069999999998,-1.0,0.27,0.0,1,CO,SLC3A1/SLC7A9,Cystinuria
34,dd036,4.16287,3.9574239999999996,0.43,1.0,4.418069999999998,-1.0,0.27,0.0,1,CO,SLC3A1/SLC7A9,Cystinuria
35,dd037,4.5849779999999996,-1.0,0.21,1.0,3.3458589999999995,-1.0,0.1,1.0,1,CO,FZD4/LRP5,Familial exudative vitreoretinopathy
36,dd038,0.11939000000000001,-1.0,0.54,0.0,4.333499,4.333499,0.99,1.0,1,CO,EMD/LMNA,Emery-Dreifuss muscular dystrophy
37,dd039,5.498673,-1.0,0.54,0.0,0.08422400000000001,-1.0,0.99,1.0,1,CO,EMD/LMNA,Emery-Dreifuss muscular dystrophy
38,dd040,3.7738,-1.0,0.16,0.0,6.1836910000000005,-1.0,0.09,1.0,0,CO,GDAP1/MFN2,Charcot-Marie-Tooth disease
39,dd041,4.361712000000002,-1.0,0.56,0.7447552447552448,5.0882580000000015,-1.0,0.14,0.0,1,CO,ALAD/CPOX,Porphyria
40,dd042,2.5557689999999997,-1.0,0.15,0.7447552447552448,5.366282,-1.0,0.34,1.0,0,UK,C10orf2/POLG,Autosomal dominant progressive external ophthalmoplegia
41,dd043,4.957761,-1.0,0.21,1.0,1.483391,-1.0,0.34,0.6875,1,CO,SCN1A/SCN2A,Generalized epilepsy with febrile seizures-plus
42,dd045,4.995379,-1.0,0.14,1.0,8.761375,-1.0,0.24600000000000002,0.0,0,UK,GGCX/ABCC6,Pseudoxanthoma elasticum
43,dd046,4.250074,-1.0,0.63,1.0,4.008368,-1.0,0.3,1.0,0,CO,PITX2/FOXC1,Axenfeld-Rieger syndrome
44,dd047,4.60991,-1.0,0.59,1.0,3.957298,-1.0,0.24600000000000002,1.0,1,CO,KRT5/KRT14,Epidermolysis bullosa simplex
45,dd048,5.10166,-1.0,0.11,0.0,3.9966459999999997,-1.0,0.26,1.0,0,CO,KCNE2/SCN5A,Familial long QT syndrome
46,dd049,5.905449,-1.0,0.21,1.0,0.0,-1.0,0.24600000000000002,1.0,0,CO,FZD4/F5,Familial exudative vitreoretinopathy
47,dd050,3.609721,-1.0,0.69,1.0,2.338488,-1.0,0.23,1.0,1,CO,HMBS/UROD,Porphyria
48,dd051,2.000251,-1.0,0.54,0.0,3.3260129999999997,-1.0,0.73,0.0,0,TD,HAMP/HFE,Rare hereditary hemochromatosis
49,dd052,2.380722,-1.0,0.54,0.0,3.3260129999999997,3.3260129999999997,0.73,0.0,0,CO,HAMP/HFE,Rare hereditary hemochromatosis
50,dd053,1.7568110000000001,-1.0,0.33,0.0,4.56071,-1.0,0.34,0.0,1,UK,KCNE1/KCNQ1,Familial long QT syndrome
51,dd054,1.232433,-1.0,0.33,0.0,5.027294,-1.0,0.34,0.0,1,CO,KCNE1/KCNQ1,Familial long QT syndrome
52,dd055,1.232433,-1.0,0.33,0.0,3.9002220000000003,-1.0,0.34,0.0,1,UK,KCNE1/KCNQ1,Familial long QT syndrome
53,dd056,1.232433,-1.0,0.33,0.0,5.58936,-1.0,0.34,0.0,1,CO,KCNE1/KCNQ1,Familial long QT syndrome
54,dd058,3.561128,-1.0,0.33,0.0,3.053674,-1.0,0.3,1.0,1,CO,KCNE1/KCNH2,Familial long QT syndrome
55,dd059,1.232433,-1.0,0.33,0.0,4.518,-1.0,0.3,1.0,1,CO,KCNE1/KCNH2,Familial long QT syndrome
56,dd060,1.232433,1.232433,0.33,0.0,4.58903,-1.0,0.3,1.0,1,CO,KCNE1/KCNH2,Familial long QT syndrome
57,dd061,1.232433,-1.0,0.33,0.0,8.455494999999999,-1.0,0.3,1.0,1,UK,KCNE1/KCNH2,Familial long QT syndrome
58,dd062,1.232433,-1.0,0.33,0.0,3.923485,-1.0,0.3,1.0,1,CO,KCNE1/KCNH2,Familial long QT syndrome
59,dd063,1.232433,-1.0,0.33,0.0,3.8301300000000014,-1.0,0.3,1.0,1,UK,KCNE1/KCNH2,Familial long QT syndrome
60,dd064,1.232433,-1.0,0.33,0.0,4.022616,-1.0,0.3,1.0,1,CO,KCNE1/KCNH2,Familial long QT syndrome
61,dd065,4.635455,-1.0,0.33,0.0,4.576814,-1.0,0.26,1.0,0,UK,KCNE1/SCN5A,Familial long QT syndrome
62,dd066,1.232433,-1.0,0.33,0.0,3.9966459999999997,-1.0,0.26,1.0,0,CO,KCNE1/SCN5A,Familial long QT syndrome
63,dd067,5.026473999999999,-1.0,0.34,0.0,6.386285,-1.0,0.3,1.0,1,UK,KCNQ1/KCNH2,Familial long QT syndrome
64,dd068,4.530883,-1.0,0.34,0.0,2.52034,-1.0,0.3,1.0,1,UK,KCNQ1/KCNH2,Familial long QT syndrome
65,dd069,4.338608,-1.0,0.26,1.0,3.705997,-1.0,0.3,1.0,0,UK,SCN5A/KCNH2,Familial long QT syndrome
66,dd070,3.127284,-1.0,0.56,0.0,2.167073,-1.0,0.3,1.0,0,UK,CAV3/KCNH2,Familial long QT syndrome
67,dd071,0.0,-1.0,0.1,1.0,3.27133,3.27133,0.31,1.0,1,UK,BBS2/MKKS,Bardet-Biedl syndrome
68,dd072,4.110335,7.238539,0.1,1.0,4.18545,-1.0,0.31,1.0,1,UK,BBS2/MKKS,Bardet-Biedl syndrome
69,dd073,9.443986,9.443986,0.1,1.0,4.863302,-1.0,0.31,1.0,1,UK,BBS2/MKKS,Bardet-Biedl syndrome
70,dd074,9.443986,6.962669,0.1,1.0,7.3092570000000014,-1.0,0.31,1.0,1,TD,BBS2/MKKS,Bardet-Biedl syndrome
71,dd075,4.602201,4.602201,0.1,1.0,5.276133,5.276133,0.33,1.0,1,TD,BBS2/BBS4,Bardet-Biedl syndrome
72,dd076,5.436425,-1.0,0.24600000000000002,1.0,5.111048,5.111048,0.18,1.0,1,UK,BBS1/BBS7,Bardet-Biedl syndrome
73,dd077,3.775319,-1.0,0.24600000000000002,1.0,5.285921,0.0,0.1,1.0,1,UK,BBS1/BBS2,Bardet-Biedl syndrome
74,dd078,5.837228,3.775319,0.24600000000000002,1.0,0.47345,-1.0,0.31,1.0,1,UK,BBS1/MKKS,Bardet-Biedl syndrome
75,dd079,3.775319,6.722564,0.24600000000000002,1.0,1.709411,-1.0,0.31,1.0,1,UK,BBS1/MKKS,Bardet-Biedl syndrome
76,dd080,3.775319,3.775319,0.24600000000000002,1.0,4.762080999999999,-1.0,0.1,1.0,1,UK,BBS1/BBS2,Bardet-Biedl syndrome
77,dd081,3.775319,3.775319,0.24600000000000002,1.0,3.092068,-1.0,0.33,1.0,1,UK,BBS1/BBS4,Bardet-Biedl syndrome
78,dd082,8.911102,-1.0,0.1,1.0,2.899034,-1.0,0.33,1.0,1,TD,BBS2/BBS4,Bardet-Biedl syndrome
79,dd083,3.519946,-1.0,0.1,1.0,2.8992259999999996,-1.0,0.33,1.0,1,TD,BBS2/BBS4,Bardet-Biedl syndrome
80,dd084,4.455277,3.775319,0.24600000000000002,1.0,0.0936,-1.0,0.18,0.6875,0,CO,BBS1/CCDC28B,Bardet-Biedl syndrome
81,dd085,3.775319,6.679769,0.24600000000000002,1.0,0.0936,-1.0,0.18,0.6875,0,CO,BBS1/CCDC28B,Bardet-Biedl syndrome
82,dd086,4.613889,3.809803,0.18,1.0,4.33237,-1.0,0.33,1.0,1,CO,BBS7/BBS4,Bardet-Biedl syndrome
83,dd087,1.0509879999999998,-1.0,0.18,1.0,4.610975,4.875018,0.1,1.0,1,UK,BBS7/BBS2,Bardet-Biedl syndrome
84,dd088,1.850699,1.850699,0.12,0.7447552447552448,4.621748,-1.0,0.31,1.0,1,UK,CEP41/CEP290,Joubert syndrome
85,dd089,4.9445,-1.0,0.22,0.0,2.5261560000000003,3.860732,0.15,1.0,1,UK,BBS5/BBS10,Bardet-Biedl syndrome
86,dd090,2.848632,3.164721,0.15,1.0,4.863302,-1.0,0.31,1.0,1,UK,BBS10/MKKS,Bardet-Biedl syndrome
87,dd091,0.0,3.93351,0.15,1.0,4.2193879999999995,-1.0,0.17,0.0,1,UK,BBS10/BBS12,Bardet-Biedl syndrome
88,dd092,0.0,3.93351,0.15,1.0,-0.873691,-1.0,0.17,0.0,1,UK,BBS10/BBS12,Bardet-Biedl syndrome
89,dd093,2.848632,1.074033,0.15,1.0,4.863302,-1.0,0.31,1.0,1,UK,BBS10/MKKS,Bardet-Biedl syndrome
90,dd094,3.365504,3.365504,0.17,0.0,1.122719,-1.0,0.33,1.0,1,UK,BBS12/BBS4,Bardet-Biedl syndrome
91,dd095,4.973828,3.775319,0.24600000000000002,1.0,1.2101389999999999,-1.0,0.15,1.0,1,UK,BBS1/BBS10,Bardet-Biedl syndrome
92,dd096,4.733619,4.733619,0.24600000000000002,1.0,-1.285891,-1.0,0.15,1.0,1,UK,BBS1/BBS10,Bardet-Biedl syndrome
93,dd097,7.238539,0.0,0.1,1.0,4.863302,-1.0,0.31,1.0,1,UK,BBS2/MKKS,Bardet-Biedl syndrome
94,dd098,7.238539,5.563619,0.1,1.0,4.863302,-1.0,0.31,1.0,1,UK,BBS2/MKKS,Bardet-Biedl syndrome
95,dd099,-1.4825030000000001,-1.0,0.15,1.0,5.563619,5.563619,0.1,1.0,1,UK,BBS10/BBS2,Bardet-Biedl syndrome
96,dd100,5.563619,9.832771000000001,0.1,1.0,1.7575450000000001,-1.0,0.17,0.0,1,UK,BBS2/BBS12,Bardet-Biedl syndrome
97,dd101,3.4652220000000002,3.4652220000000002,0.1,1.0,3.1938310000000003,-1.0,0.17,0.0,1,UK,BBS2/BBS12,Bardet-Biedl syndrome
98,dd102,2.848632,2.848632,0.15,1.0,0.373501,-1.0,0.31,1.0,1,UK,BBS10/MKKS,Bardet-Biedl syndrome
99,dd103,2.848632,5.147232,0.15,1.0,5.663029,-1.0,0.1,1.0,1,UK,BBS10/BBS2,Bardet-Biedl syndrome
100,dd104,4.534078,4.534078,0.15,1.0,4.863302,-1.0,0.31,1.0,1,UK,BBS10/MKKS,Bardet-Biedl syndrome
101,dd105,6.679769,6.679769,0.24600000000000002,1.0,1.31513,-1.0,0.1,1.0,1,UK,BBS1/BBS2,Bardet-Biedl syndrome
102,dd106,0.06414299999999999,0.06414299999999999,0.24600000000000002,1.0,4.101188,-1.0,0.2,1.0,1,UK,BBS1/TTC8,Bardet-Biedl syndrome
103,dd107,3.775319,6.679769,0.24600000000000002,1.0,4.494053,-1.0,0.2,0.6875,1,UK,BBS1/BBS9,Bardet-Biedl syndrome
104,dd108,1.542389,1.542389,0.15,1.0,4.2193879999999995,-1.0,0.17,0.0,1,UK,BBS10/BBS12,Bardet-Biedl syndrome
105,dd109,4.014132,4.014132,0.15,1.0,0.13058699999999998,-1.0,0.31,1.0,1,UK,BBS10/MKKS,Bardet-Biedl syndrome
106,dd110,-1.567208,-1.0,0.15,1.0,4.610975,4.875018,0.1,1.0,1,UK,BBS10/BBS2,Bardet-Biedl syndrome
107,dd111,4.164857,4.164857,0.21,1.0,2.5915470000000003,-1.0,0.2,1.0,1,UK,ARL6/TTC8,Bardet-Biedl syndrome
108,dd112,5.111048,5.111048,0.18,1.0,1.45545,-1.0,0.2,1.0,1,UK,BBS7/TTC8,Bardet-Biedl syndrome
109,dd113,3.7763430000000002,-1.0,0.24600000000000002,1.0,8.867450999999997,1.480328,0.17,0.0,1,UK,BBS1/BBS12,Bardet-Biedl syndrome
110,dd114,4.266328,-1.0,0.38,1.0,1.18974,-1.0,0.27,1.0,1,TD,CD2AP/NPHS2,Familial idiopathic steroid-resistant nephrotic syndrome
111,dd115,4.4170940000000005,2.905673,0.27,1.0,0.15146700000000002,-1.0,0.54,1.0,1,TD,NPHS2/NPHS1,Familial idiopathic steroid-resistant nephrotic syndrome
112,dd116,3.092947,-1.0,0.87,1.0,2.785108,-1.0,0.54,1.0,0,TD,WT1/NPHS1,Familial idiopathic steroid-resistant nephrotic syndrome
113,dd117,5.401075,-1.0,0.89,1.0,3.8708050000000003,-1.0,0.59,1.0,1,TD,TYR/SLC45A2,Oculocutaneous albinism
114,dd118,9.456068,-1.0,0.89,1.0,4.7636980000000015,-1.0,0.59,1.0,1,TD,TYR/SLC45A2,Oculocutaneous albinism
115,dd119,0.501678,-1.0,0.37,1.0,4.7636980000000015,4.7636980000000015,0.59,1.0,1,TD,OCA2/SLC45A2,Oculocutaneous albinism
116,dd120,5.013726,-1.0,0.89,1.0,5.040196,-1.0,0.59,1.0,1,TD,TYR/SLC45A2,Oculocutaneous albinism
117,dd121,7.087109,-1.0,0.89,1.0,4.808007,-1.0,0.37,1.0,1,TD,TYR/OCA2,Oculocutaneous albinism
118,dd122,2.674583,-1.0,0.69,0.0,2.241546,0.616388,0.41,0.0,0,UK,NOD2/IL10RA,Autosomal recessive early-onset inflammatory bowel disease
119,dd123,5.4658190000000015,-1.0,0.1,1.0,5.355748999999999,-1.0,0.69,1.0,1,TD,LMBRD1/MTR,Homocystinuria without methylmalonic aciduria
120,dd124,3.079748,-1.0,0.34,1.0,4.577907,-1.0,0.18,0.0,0,TD,MYO7A/PCDH15,Usher syndrome
121,dd125,4.090419,-1.0,0.1,1.0,3.603224,-1.0,0.2,0.0,0,CO,EDA/WNT10A,Hypodontia
122,dd126,3.192197,-1.0,0.1,1.0,3.603224,-1.0,0.2,0.0,0,CO,EDA/WNT10A,Hypodontia
123,dd127,4.806961,-1.0,0.1,1.0,3.603224,-1.0,0.2,0.0,0,UK,EDA/WNT10A,Hypodontia
124,dd128,2.581168,-1.0,0.1,1.0,5.3914800000000005,-1.0,0.2,0.0,0,CO,EDA/WNT10A,Hypodontia
125,dd129,2.855734,-1.0,0.1,1.0,5.3914800000000005,-1.0,0.2,0.0,0,UK,EDA/WNT10A,Hypodontia
126,dd130,5.270482,-1.0,0.1,1.0,3.603224,-1.0,0.2,0.0,0,UK,EDA/WNT10A,Hypodontia
127,dd131,4.074946,-1.0,0.27,1.0,3.624765,3.624765,0.54,1.0,1,UK,NPHS2/NPHS1,Familial idiopathic steroid-resistant nephrotic syndrome
128,dd132,5.5180739999999995,5.5180739999999995,0.27,1.0,1.712975,-1.0,0.54,1.0,1,UK,NPHS2/NPHS1,Familial idiopathic steroid-resistant nephrotic syndrome
129,dd133,4.4170940000000005,4.4170940000000005,0.27,1.0,0.059491999999999996,0.059491999999999996,0.54,1.0,1,UK,NPHS2/NPHS1,Familial idiopathic steroid-resistant nephrotic syndrome
130,dd134,3.2131279999999998,-1.0,0.18,1.0,4.249041,-1.0,0.32,0.0,0,CO,ATP2B2/MYO6,Non-syndromic genetic deafness
131,dd135,8.279428,-1.0,0.13,0.0,5.265643,-1.0,0.1,1.0,0,UK,PYGM/CPT2,Glycogen storage disease due to muscle glycogen phosphorylase deficiency
132,dd136,5.44194,-1.0,0.21,0.7447552447552448,3.643036,-1.0,0.13,1.0,0,CO,KAL1/PROKR2,Kallmann syndrome
133,dd137,4.364523,-1.0,0.21,0.7447552447552448,3.698727,-1.0,0.79,1.0,1,UK,KAL1/FGFR1,Congenital hypogonadotropic hypogonadism
134,dd138,3.228756,2.436953,0.24,1.0,2.202219,-1.0,0.79,1.0,0,UK,GNRHR/FGFR1,Normosmic congenital hypogonadotropic hypogonadism
135,dd139,1.602809,-1.0,0.21,0.7447552447552448,2.593782,-1.0,0.13,1.0,0,UK,KAL1/PROKR2,Congenital hypogonadotropic hypogonadism
136,dd140,-1.012844,-1.0,0.16,1.0,5.058952,-1.0,0.79,1.0,0,UK,KISS1R/FGFR1,Normosmic congenital hypogonadotropic hypogonadism
137,dd141,0.184576,-1.0,0.12,0.0,3.425811,-1.0,0.13,1.0,1,UK,PROK2/PROKR2,Normosmic congenital hypogonadotropic hypogonadism
138,dd142,1.602809,-1.0,0.21,0.7447552447552448,3.9637,-1.0,0.79,1.0,1,UK,KAL1/FGFR1,Kallmann syndrome
139,dd143,0.826981,-1.0,0.21,0.7447552447552448,10.580703999999999,-1.0,0.14,1.0,0,UK,KAL1/CHD7,Kallmann syndrome
140,dd144,3.740915,-1.0,0.34,0.0,0.714284,-1.0,0.26,1.0,0,CO,KCNQ1/SCN5A,Familial long QT syndrome
141,dd145,1.711755,-1.0,0.38,1.0,3.8625510000000003,-1.0,0.44,0.0,0,TD,KCNJ10/SLC26A4,Non-syndromic genetic deafness
142,dd146,2.463967,-1.0,0.38,1.0,3.08364,-1.0,0.44,0.0,0,TD,KCNJ10/SLC26A4,Non-syndromic genetic deafness
143,dd147,6.037361,-1.0,0.34,0.0,1.7404580000000005,-1.0,0.26,1.0,0,CO,KCNQ1/SCN5A,Familial long QT syndrome
144,dd148,3.0149790000000003,-1.0,0.71,1.0,7.48412,-1.0,0.68,1.0,1,TD,GDNF/RET,Hirschsprung disease
145,dd152,5.675924,5.675924,0.16,0.0,3.6252769999999996,-1.0,0.09,1.0,0,CO,GDAP1/MFN2,Charcot-Marie-Tooth disease
146,dd153,10.052561,3.8892879999999996,0.34,1.0,4.046377,-1.0,0.2,0.0,0,TD,MYO7A/CDH23,Usher syndrome
147,dd154,3.888608,3.888608,0.17,0.0,3.961229,-1.0,0.2,0.0,0,TD,USH1C/CDH23,Usher syndrome
148,dd155,1.569249,1.569249,0.34,1.0,3.9721559999999996,-1.0,0.17,0.0,0,TD,MYO7A/GPR98,Usher syndrome
149,dd156,3.8689489999999997,-1.0,0.16,0.7447552447552448,4.423062,24.667046,0.17,0.0,0,TD,DFNB31/GPR98,Usher syndrome
150,dd157,4.549622,-1.0,0.34,1.0,10.799331,3.041613,0.24600000000000002,0.0,0,TD,MYO7A/USH2A,Usher syndrome
151,dd158,0.11939000000000001,-1.0,0.54,0.0,4.333499,-1.0,0.99,1.0,1,CO,EMD/LMNA,Familial atrial fibrillation
152,dd159,0.11939000000000001,-1.0,0.54,0.0,4.333499,-1.0,0.99,1.0,1,CO,EMD/LMNA,Familial atrial fibrillation
153,dd160,0.11939000000000001,-1.0,0.54,0.0,4.333499,4.333499,0.99,1.0,1,CO,EMD/LMNA,Charcot-Marie-Tooth disease
154,dd161,3.788518,-1.0,0.11,0.0,8.863742,8.863742,0.24600000000000002,0.0,0,CO,PDZD7/USH2A,Usher syndrome
155,dd162,4.324955,-1.0,0.11,0.0,9.590653,3.878971,0.24600000000000002,0.0,0,TD,PDZD7/USH2A,Usher syndrome
156,dd163,2.103238,-1.0,0.11,0.0,23.654082,-1.0,0.17,0.0,0,TD,PDZD7/GPR98,Usher syndrome
157,dd164,5.2850269999999995,-1.0,0.79,1.0,3.419855,-1.0,0.12,0.0,0,TD,FGFR1/IL17RD,Kallmann syndrome
158,dd165,1.6988560000000001,-1.0,0.16,1.0,2.807864,-1.0,0.12,0.0,0,UK,KISS1R/IL17RD,Kallmann syndrome
159,dd166,4.8109720000000005,-1.0,0.79,1.0,4.840789,-1.0,0.37,1.0,1,UK,FGFR1/DUSP6,Kallmann syndrome
160,dd167,4.459043,-1.0,0.14,1.0,-0.41661000000000004,-1.0,0.37,1.0,0,UK,SPRY4/DUSP6,Kallmann syndrome
161,dd168,4.459043,-1.0,0.14,1.0,2.614679,-1.0,0.37,1.0,0,UK,SPRY4/DUSP6,Kallmann syndrome
162,dd169,4.459043,-1.0,0.14,1.0,4.807049,-1.0,0.79,1.0,0,UK,SPRY4/FGFR1,Kallmann syndrome
163,dd170,5.948288,-1.0,0.79,1.0,2.656413,-1.0,0.12,1.0,1,UK,FGFR1/FLRT3,Kallmann syndrome
164,dd171,2.737478,2.737478,0.37,1.0,3.8760339999999998,3.8760339999999998,0.32,0.6875,0,UK,ITGA7/MYH7B,Left ventricular non-compaction
165,dd172,4.091597,-1.0,0.94,1.0,1.731814,-1.0,0.24600000000000002,1.0,1,CO,HNF4A/HNF1A,MODY
166,dd173,2.9509939999999997,-1.0,0.57,1.0,7.0629050000000015,-1.0,0.16,0.0,0,TD,PRF1/UNC13D,Familial hemophagocytic lymphohistiocytosis
167,dd174,3.869388,-1.0,0.57,1.0,1.326083,-1.0,0.16,0.0,0,TD,PRF1/UNC13D,Familial hemophagocytic lymphohistiocytosis
168,dd175,2.82655,-1.0,0.57,1.0,2.533121,-1.0,0.16,0.0,0,TD,PRF1/UNC13D,Familial hemophagocytic lymphohistiocytosis
169,dd176,3.869388,-1.0,0.57,1.0,1.133122,-1.0,0.16,0.0,0,TD,PRF1/UNC13D,Familial hemophagocytic lymphohistiocytosis
170,dd177,3.869388,-1.0,0.57,1.0,0.350463,-1.0,0.16,0.0,0,TD,PRF1/UNC13D,Familial hemophagocytic lymphohistiocytosis
